Geom;Label;geo_point_2d
"{""coordinates"": [[-123.11853208658765, 49.290020103723734], [-123.11855773773662, 49.290199441001064], [-123.11856957767378, 49.29019921296913], [-123.11874593107781, 49.29019820432871], [-123.11892219978587, 49.290202007919575], [-123.1190980813058, 49.29021062405387], [-123.11927325934965, 49.29022403506948], [-123.11944741760686, 49.29024221431106], [-123.11962026726944, 49.29026513509665], [-123.11969805642177, 49.29009221245018], [-123.11951355445254, 49.29006724393943], [-123.11932762096043, 49.29004734988547], [-123.1191405722494, 49.2900325569408], [-123.11895273841706, 49.29002290973607], [-123.11876446320349, 49.290018407914154], [-123.11857604911404, 49.290019060157675], [-123.11855407454371, 49.29001950547703], [-123.11853208658765, 49.290020103723734]], ""type"": ""LineString""}";R.O.W.;49.29012760878066, -123.1191051806151
"{""coordinates"": [[-123.11485515378433, 49.28807187467075], [-123.1145950194706, 49.28800125100992], [-123.1146582647615, 49.2879015577894], [-123.11491841239194, 49.2879721812957], [-123.11485515378433, 49.28807187467075]], ""type"": ""LineString""}";VOL. R.O.W.;49.28798671569862, -123.11475671434361
"{""coordinates"": [[-123.04268760291019, 49.29090372318721], [-123.04268974700314, 49.29090227417417], [-123.04222858056055, 49.29058029090197], [-123.04217595118254, 49.290580256151536], [-123.04268760291019, 49.29090372318721]], ""type"": ""LineString""}";R.O.W.;49.290735045962734, -123.04243503903837
"{""coordinates"": [[-123.03991029210032, 49.258275026311836], [-123.03991086150454, 49.258384650767276], [-123.03949084194008, 49.2583835897353], [-123.03949043841241, 49.258274001202], [-123.03991029210032, 49.258275026311836]], ""type"": ""LineString""}";40'   EASEMENT;49.25832932561011, -123.03970061579501
"{""coordinates"": [[-123.03758884396068, 49.258385609446826], [-123.03401977588292, 49.258393407914234], [-123.03402002720199, 49.25833915771579], [-123.03406056436712, 49.25831171037529], [-123.03758841082073, 49.25830387009423], [-123.03758884396068, 49.258385609446826]], ""type"": ""LineString""}";;49.25834881216326, -123.03580896141055
"{""coordinates"": [[-123.11258387759514, 49.268455453096415], [-123.11242623610651, 49.268532902333774], [-123.11238384200685, 49.26849594632451], [-123.11254146969836, 49.268418497157924], [-123.11258387759514, 49.268455453096415]], ""type"": ""LineString""}";VOL. R.O.W.;49.268475699358184, -123.11248385867901
"{""coordinates"": [[-123.12611096479908, 49.28202645546736], [-123.12599881840114, 49.28210063510779], [-123.12598653336717, 49.282092687770295], [-123.12585777734904, 49.282177850502976], [-123.12582700967813, 49.28215794170127], [-123.12592275312512, 49.282094610299005], [-123.1259336058416, 49.282101641696116], [-123.1260163362332, 49.28204692378729], [-123.12603625120906, 49.28205981014763], [-123.12609870731083, 49.28201852610199], [-123.12611096479908, 49.28202645546736]], ""type"": ""LineString""}";VOL. EASE.;49.28209504778826, -123.12596899881885
"{""coordinates"": [[-123.12538432832417, 49.28197611762521], [-123.12533632594956, 49.28200785071944], [-123.12530778969116, 49.281989378587106], [-123.12529042536148, 49.282000857273054], [-123.12527826439555, 49.281992981687075], [-123.12535086507665, 49.28194498563867], [-123.12536302604232, 49.28195286121707], [-123.1253557920662, 49.281957645504626], [-123.12538432832417, 49.28197611762521]], ""type"": ""LineString""}";VOL. EASE.;49.281979308624784, -123.12533307908267
"{""coordinates"": [[-123.10367480088647, 49.269086087260604], [-123.10367425102291, 49.26908607875878], [-123.10368336724548, 49.268864258004186], [-123.10368262492076, 49.26886424067992], [-123.10368354062317, 49.26884203971038], [-123.10368483280841, 49.26884206553642], [-123.10367480088647, 49.269086087260604]], ""type"": ""LineString""}";EASE.;49.26896373586769, -123.10367951941136
"{""coordinates"": [[-123.11615741046678, 49.28846278927656], [-123.11602349548232, 49.28842652936281], [-123.11604717033302, 49.2883891306683], [-123.11618108523346, 49.2884253905549], [-123.11615741046678, 49.28846278927656]], ""type"": ""LineString""}";EASE.;49.288425959969054, -123.11610229037203
"{""coordinates"": [[-123.12153556713635, 49.28171062629972], [-123.12136193398572, 49.28177683340249], [-123.12147362003242, 49.28170302754608], [-123.12151480287991, 49.281687314644635], [-123.12153556713635, 49.28171062629972]], ""type"": ""LineString""}";R.O.W.;49.281733485803336, -123.12144936726487
"{""coordinates"": [[-123.03157552949413, 49.26654252577433], [-123.03157533077021, 49.26623110302474], [-123.03165075147885, 49.26623108238923], [-123.0316506933327, 49.26614017691525], [-123.03194854066801, 49.26614009494162], [-123.03194847930338, 49.266045051675135], [-123.03202203036831, 49.266045031314206], [-123.0320220154139, 49.266021922649266], [-123.03193073296313, 49.2660219479117], [-123.03193070708673, 49.26598184731652], [-123.03156275979673, 49.265981948414755], [-123.0315627912847, 49.266031314064584], [-123.03148364590699, 49.26603133565768], [-123.0314839711797, 49.26654255975434], [-123.03157552949413, 49.26654252577433]], ""type"": ""LineString""}";EASE.;49.266183802620375, -123.0316711910174
"{""coordinates"": [[-123.03247480965469, 49.26580778246651], [-123.03247403025922, 49.265834948190935], [-123.03247683833577, 49.265862058935724], [-123.0324832062639, 49.265888907818734], [-123.03249307893839, 49.26591529696049], [-123.03250638751406, 49.26594103748029], [-123.03252303564294, 49.26596592251443], [-123.0325428995093, 49.265989781187564], [-123.03256584153935, 49.26601242463762], [-123.03265125530923, 49.26607576272156], [-123.03272146712214, 49.26611854202071], [-123.03277954167602, 49.266140186001024], [-123.03264704833936, 49.266053554761356], [-123.03264700636912, 49.265989940717795], [-123.03262497343367, 49.26597022946236], [-123.03260585368264, 49.26594925805254], [-123.03258985340514, 49.265927197340424], [-123.03257709644164, 49.265904254181955], [-123.0325676928805, 49.26588062644161], [-123.03256173907013, 49.26585652098262], [-123.03255927638344, 49.26583215367868], [-123.032560346193, 49.26580774040316], [-123.03247480965469, 49.26580778246651]], ""type"": ""LineString""}";EASE.;49.26598184490778, -123.03260640748398
"{""coordinates"": [[-123.0328868039636, 49.26623425430679], [-123.03290041479255, 49.266238667075044], [-123.032913338895, 49.26624388960531], [-123.03292545254524, 49.26624989494744], [-123.03293665947223, 49.26625660217237], [-123.03294684968327, 49.266263966335714], [-123.03295595441561, 49.26627193348614], [-123.03296387739162, 49.26628041369936], [-123.0329705498422, 49.26628934402888], [-123.03297591673139, 49.26629864353381], [-123.03297993676857, 49.266308231269306], [-123.032995609454, 49.266353904418594], [-123.03299832321436, 49.266362781905606], [-123.03299981372047, 49.26637178567473], [-123.03300005342695, 49.26638083477705], [-123.03299904229111, 49.26638986624622], [-123.03299679400969, 49.26639880811667], [-123.03299333601284, 49.26640757042853], [-123.03298866826394, 49.26641609921047], [-123.03298284569009, 49.2664243134899], [-123.03297592323048, 49.26643215028455], [-123.03296794208497, 49.266439555611285], [-123.03295898467181, 49.266446448489575], [-123.03294910594853, 49.26645279292274], [-123.03291314988361, 49.266476352602844], [-123.03288836528874, 49.266515290883284], [-123.0328831872485, 49.26654197211834], [-123.03296842265596, 49.266541929838695], [-123.03296715147798, 49.26653202648692], [-123.03296729605538, 49.26652208675038], [-123.0329688839441, 49.26651220956839], [-123.0329719014458, 49.26650246690641], [-123.03297629363796, 49.26649294873197], [-123.03298206058577, 49.26648375399211], [-123.03298911986408, 49.26647495467176], [-123.03299741654473, 49.26646663174314], [-123.03301715794365, 49.26645050670615], [-123.03302474092311, 49.26644378512499], [-123.03303148517278, 49.266436676989535], [-123.03303734950472, 49.26642925427329], [-123.03304230644639, 49.26642154396984], [-123.03304630105266, 49.26641360006624], [-123.03304931961455, 49.26640547653767], [-123.03304926021438, 49.26631654101605], [-123.0328263510571, 49.266170792372236], [-123.03282635482249, 49.266176468342294], [-123.03282710081787, 49.26618211711589], [-123.03282858902558, 49.26618771170739], [-123.03283079191944, 49.2661931981534], [-123.03283370947574, 49.26619854047309], [-123.03283731418013, 49.2662037026934], [-123.03284159225764, 49.266208639842205], [-123.03284648870911, 49.26621332494946], [-123.03285197601413, 49.26621771304693], [-123.0328580266641, 49.26622177715672], [-123.03286457191444, 49.26622549031272], [-123.03287159800188, 49.26622882553316], [-123.03287902243031, 49.26623174686063], [-123.03288680395762, 49.266234245311594]], ""type"": ""LineString""}";EASE.;49.266356978752285, -123.03295205900768
"{""coordinates"": [[-123.03264700636912, 49.265989940717795], [-123.03264704833936, 49.266053554761356], [-123.03304926021438, 49.26631654101605], [-123.0330486335178, 49.26618084860642], [-123.0330477911657, 49.266175028953015], [-123.03304611039687, 49.266169281501], [-123.03304360499293, 49.2661636602176], [-123.0330403024869, 49.266158228061265], [-123.0330362303936, 49.266153021004875], [-123.03303142997927, 49.266148084012556], [-123.03300747083793, 49.26612591769163], [-123.03299974164534, 49.2661194343602], [-123.03299113309062, 49.26611345501054], [-123.0329816864398, 49.26610802460668], [-123.0329715116972, 49.26610320608341], [-123.03296069135254, 49.26609902640263], [-123.03294932165264, 49.26609553051268], [-123.03293749883824, 49.26609275436679], [-123.03292533287731, 49.26609070692867], [-123.03291292001047, 49.2660894241516], [-123.032877827295, 49.26608800390584], [-123.0328554759535, 49.26608578844939], [-123.03283352236834, 49.266082277566774], [-123.03281213150268, 49.266077498196985], [-123.0327914820767, 49.266071495265585], [-123.03277172531975, 49.26606431370611], [-123.03275302620617, 49.26605599844822], [-123.03273553598851, 49.26604663040638], [-123.03268949872765, 49.26601936999374], [-123.03268193577841, 49.266014766590736], [-123.03267456518739, 49.26601004619524], [-123.03266737320328, 49.26600519981597], [-123.03266038731667, 49.26600022744519], [-123.0326535937882, 49.26599513808202], [-123.03264700636912, 49.265989940717795]], ""type"": ""LineString""}";EASE.;49.26614107408513, -123.03286372641288
"{""coordinates"": [[-123.07861634305209, 49.26186488760311], [-123.07856826545793, 49.26186450652684], [-123.07856891645504, 49.26183304084761], [-123.0786169940186, 49.26183342192362], [-123.07861634305209, 49.26186488760311]], ""type"": ""LineString""}";R.O.W.;49.26184896422832, -123.07859262974581
"{""coordinates"": [[-123.15382416775871, 49.258143809227775], [-123.1536818233197, 49.25814153396548], [-123.15368305322471, 49.25810830399776], [-123.15382539756823, 49.258110579258656], [-123.15382416775871, 49.258143809227775]], ""type"": ""LineString""}";R.O.W.;49.25812605661693, -123.15375361046725
"{""coordinates"": [[-123.08382595728288, 49.28325647635984], [-123.0837354134506, 49.28323238096945], [-123.08374763982467, 49.283209533361095], [-123.08382595728288, 49.28325647635984]], ""type"": ""LineString""}";;49.283236599446646, -123.08377852080098
"{""coordinates"": [[-123.10883745097384, 49.279207359478896], [-123.10883278308773, 49.279210431232464], [-123.10865450636656, 49.27909425532647], [-123.10865918796217, 49.279091165576794], [-123.10883745097384, 49.279207359478896]], ""type"": ""LineString""}";;49.279150800069885, -123.10874597773169
"{""coordinates"": [[-123.10896303073237, 49.279299513699556], [-123.10904279318657, 49.27935149357214], [-123.10892469514613, 49.279429062465766], [-123.10871359280934, 49.2792914910714], [-123.10866118857165, 49.27932591095173], [-123.1083422654459, 49.2791180709121], [-123.10839466970549, 49.27908366017034], [-123.10832062230493, 49.27903539849619], [-123.10843873408393, 49.278957821206575], [-123.10883170458223, 49.27921391338357], [-123.10877927305063, 49.27924835133402], [-123.10880288637873, 49.2792637378481], [-123.10886318470484, 49.27922413823667], [-123.10897089750713, 49.27929434304677], [-123.10896303073237, 49.279299513699556]], ""type"": ""LineString""}";VOL. R.O.W.;49.27920437792639, -123.10867251673898
"{""coordinates"": [[-123.10863828496777, 49.28276953879719], [-123.108631637239, 49.282772837281414], [-123.1086254302971, 49.28277649515792], [-123.10861971906272, 49.28278047639446], [-123.10861453097642, 49.28278475397981], [-123.10860993474837, 49.28278930985907], [-123.10860593029966, 49.2827941080517], [-123.10860254503147, 49.282799103556115], [-123.10859983386463, 49.28280426034006], [-123.1085977830099, 49.282809560426195], [-123.10859643359876, 49.28281494980482], [-123.10859578555242, 49.28282039249536], [-123.10859583879208, 49.28282585251716], [-123.10859657948905, 49.282831293902554], [-123.10859803504465, 49.282836671649854], [-123.10860017788022, 49.28284194980428], [-123.10860299416701, 49.28284709239807], [-123.10860645632633, 49.28285206347639], [-123.10861055052933, 49.282856827071505], [-123.10861523544732, 49.28286134724145], [-123.1086204972514, 49.282865588018495], [-123.10862628088256, 49.28286952246875], [-123.10863254505146, 49.28287313264061], [-123.1086392621594, 49.2828763735841], [-123.10864637718676, 49.28287923635567], [-123.10865382134415, 49.28288170302956], [-123.10866156707223, 49.28288374664613], [-123.1086815386907, 49.28283671907421], [-123.10862609671992, 49.28279819989132], [-123.10863828496777, 49.28276953879719]], ""type"": ""LineString""}";VOL. R.O.W.;49.28282827320322, -123.10863520991097
"{""coordinates"": [[-123.14615497391468, 49.272299220669815], [-123.1462374051108, 49.272300555603685], [-123.14626735197031, 49.27159112064189], [-123.14634426965893, 49.271592507454606], [-123.14634654332222, 49.2715385783774], [-123.1462696257174, 49.2715371915661], [-123.14627356904069, 49.27144351960146], [-123.14584513822828, 49.27085197937056], [-123.14583479610499, 49.270859728293416], [-123.1458249083583, 49.2708677285074], [-123.1458154749353, 49.27087596202229], [-123.14580652332924, 49.27088442880349], [-123.14579806720734, 49.270893101848294], [-123.1457901203163, 49.27090198113947], [-123.14619061339877, 49.271454958535166], [-123.14615497391468, 49.272299220669815]], ""type"": ""LineString""}";R.O.W.;49.27155558005292, -123.14613302257527
"{""coordinates"": [[-123.10862539337327, 49.28292244192292], [-123.10864077464689, 49.282932699953555], [-123.10854492369774, 49.283158335066084], [-123.10843776783219, 49.283138754229604], [-123.10839276094265, 49.28302447676968], [-123.1080590016757, 49.28280190689886], [-123.10777704764709, 49.282790467500114], [-123.10778126831659, 49.28274604538395], [-123.10771485589802, 49.28270176109246], [-123.10787333570342, 49.2826000487182], [-123.107893481105, 49.28261347769844], [-123.10826290947615, 49.28268072192043], [-123.10838885034215, 49.28276470875308], [-123.10833341974006, 49.28280028268424], [-123.10840454224473, 49.28284771950777], [-123.1084308364402, 49.28283084687252], [-123.10850216560775, 49.28287840937427], [-123.10848862718086, 49.28288709343545], [-123.10858271855473, 49.282949836361276], [-123.10862539337327, 49.28292244192292]], ""type"": ""LineString""}";VOL. R.O.W.;49.28283955297719, -123.10821829783538
